WORD,VALIDITY,TYPE,BLOCK,SUBBLOCK
तालब,non_word,hindi,B,2
अक्क्षण,non_word,hindi,B,2
अक्शर,non_word,hindi,B,2
अच्ल,non_word,hindi,B,2
अध्यक्षर,non_word,hindi,B,2
अन्कय,non_word,hindi,B,2
अन्क्षण,non_word,hindi,B,2
अन्टय,non_word,hindi,B,2
अन्द,non_word,hindi,B,2
अरम्भ,non_word,hindi,B,2
अल्क्षण,non_word,hindi,B,2
अल्य,non_word,hindi,B,2
अस्षर,non_word,hindi,B,2
आत्मल,non_word,hindi,B,2
आवश्क,non_word,hindi,B,2
आश्व्स,non_word,hindi,B,2
इश्क्क,non_word,hindi,B,2
उच्छ,non_word,hindi,B,2
उज्झवल,non_word,hindi,B,2
उत्थर,non_word,hindi,B,2
उत्‍पन,non_word,hindi,B,2
उपलब्द,non_word,hindi,B,2
एकल्व,non_word,hindi,B,2
कक्कद,non_word,hindi,B,2
कच्छर,non_word,hindi,B,2
कण्ड,non_word,hindi,B,2
कब्म,non_word,hindi,B,2
क्मल,non_word,hindi,B,2
क्यल,non_word,hindi,B,2
क्लल,non_word,hindi,B,2
खच्छर,non_word,hindi,B,2
ख्पर,non_word,hindi,B,2
चन्‍ध,non_word,hindi,B,2
च्वल,non_word,hindi,B,2
जण्म,non_word,hindi,B,2
महागर,non_word,hindi,B,2
महीज,non_word,hindi,B,2
मानदया,non_word,hindi,B,2
माहिना,non_word,hindi,B,2
मिटन,non_word,hindi,B,2
मौझद,non_word,hindi,B,2
मौदूद,non_word,hindi,B,2
रणनीथी,non_word,hindi,B,2
लचीक,non_word,hindi,B,2
लिखट,non_word,hindi,B,2
वसुन,non_word,hindi,B,2
वारषिक,non_word,hindi,B,2
विकक्ष,non_word,hindi,B,2
विचाह,non_word,hindi,B,2
शकीर,non_word,hindi,B,2
शरही,non_word,hindi,B,2
शहीर,non_word,hindi,B,2
शासान,non_word,hindi,B,2
शिवार,non_word,hindi,B,2
शीटल,non_word,hindi,B,2
सबूल,non_word,hindi,B,2
समदाय,non_word,hindi,B,2
समूर,non_word,hindi,B,2
सरीव,non_word,hindi,B,2
सहायटा,non_word,hindi,B,2
साजाश,non_word,hindi,B,2
हरकरी,non_word,hindi,B,2
हवायि,non_word,hindi,B,2
हिरास,non_word,hindi,B,2
भरकन,non_word,hindi,B,2
मकलब,non_word,hindi,B,2
मकसल,non_word,hindi,B,2
मतलम,non_word,hindi,B,2
महकल,non_word,hindi,B,2
रहक,non_word,hindi,B,2
रहनर,non_word,hindi,B,2
रहल,non_word,hindi,B,2
लक्षल,non_word,hindi,B,2
लटकल,non_word,hindi,B,2
लदपत,non_word,hindi,B,2
वजनल,non_word,hindi,B,2
सगहन,non_word,hindi,B,2
सघल,non_word,hindi,B,2
सजक,non_word,hindi,B,2
सजद,non_word,hindi,B,2
सजर,non_word,hindi,B,2
सडन,non_word,hindi,B,2
सतयक,non_word,hindi,B,2
सफरल,non_word,hindi,B,2
सफलन,non_word,hindi,B,2
सरख,non_word,hindi,B,2
सरमत,non_word,hindi,B,2
सरलन,non_word,hindi,B,2
सरहर,non_word,hindi,B,2
सहट,non_word,hindi,B,2
हटकन,non_word,hindi,B,2
हड़कर,non_word,hindi,B,2
हरकतन,non_word,hindi,B,2
हरकल,non_word,hindi,B,2
हवण,non_word,hindi,B,2
मक्कन,non_word,hindi,B,2
मस्कत,non_word,hindi,B,2
रक्‍ठ,non_word,hindi,B,2
रत्क,non_word,hindi,B,2
रहस्स्य,non_word,hindi,B,2
लक्टण,non_word,hindi,B,2
लक्श्य,non_word,hindi,B,2
लक्ष्म,non_word,hindi,B,2
व्यक्तन,non_word,hindi,B,2
शब्ध,non_word,hindi,B,2
श्क्कर,non_word,hindi,B,2
सज्जण,non_word,hindi,B,2
सभ्यन,non_word,hindi,B,2
समस्थक,non_word,hindi,B,2
सम्भक,non_word,hindi,B,2
सम्भर,non_word,hindi,B,2
सम्भलर,non_word,hindi,B,2
स्‍टन,non_word,hindi,B,2
स्तार,non_word,hindi,B,2
स्थन,non_word,hindi,B,2
स्पट,non_word,hindi,B,2
स्पस्ट,non_word,hindi,B,2
स्मरन,non_word,hindi,B,2
स्वच्च,non_word,hindi,B,2
स्वत,non_word,hindi,B,2
स्वस्ठ,non_word,hindi,B,2
स्वस्त,non_word,hindi,B,2
स्वार,non_word,hindi,B,2
चेयन,non_word,hindi,B,2
जगद,non_word,hindi,B,2
तलक,non_word,hindi,B,2
तलबल,non_word,hindi,B,2
दमकलन,non_word,hindi,B,2
दमल,non_word,hindi,B,2
दरशल,non_word,hindi,B,2
दहकत,non_word,hindi,B,2
दहभत,non_word,hindi,B,2
नकड,non_word,hindi,B,2
नकदत,non_word,hindi,B,2
नगड़,non_word,hindi,B,2
नफदत,non_word,hindi,B,2
नमकल,non_word,hindi,B,2
नमल,non_word,hindi,B,2
नयनत,non_word,hindi,B,2
नवन,non_word,hindi,B,2
नहन,non_word,hindi,B,2
पडक,non_word,hindi,B,2
पदकम,non_word,hindi,B,2
पनक,non_word,hindi,B,2
परमव,non_word,hindi,B,2
पलकल,non_word,hindi,B,2
पलन,non_word,hindi,B,2
पलम,non_word,hindi,B,2
पहक,non_word,hindi,B,2
पहत,non_word,hindi,B,2
बचतल,non_word,hindi,B,2
बचपल,non_word,hindi,B,2
बजल,non_word,hindi,B,2
बदडर,non_word,hindi,B,2
बनक,non_word,hindi,B,2
बहपर,non_word,hindi,B,2
भगतम,non_word,hindi,B,2
भगदन,non_word,hindi,B,2
भजल,non_word,hindi,B,2
भड़कन,non_word,hindi,B,2
भरक,non_word,hindi,B,2
तैया,non_word,hindi,B,2
दोस,non_word,hindi,B,2
धेज,non_word,hindi,B,2
नजरा,non_word,hindi,B,2
नशीरा,non_word,hindi,B,2
नसीत,non_word,hindi,B,2
नायकु,non_word,hindi,B,2
नायरी,non_word,hindi,B,2
निशाम,non_word,hindi,B,2
नेतल,non_word,hindi,B,2
पंर्वती,non_word,hindi,B,2
परवा,non_word,hindi,B,2
परिजिन,non_word,hindi,B,2
पहलै,non_word,hindi,B,2
पूर्ष,non_word,hindi,B,2
प्रमुश,non_word,hindi,B,2
प्रेरय,non_word,hindi,B,2
बकापन,non_word,hindi,B,2
बजदूर,non_word,hindi,B,2
बर्बाधी,non_word,hindi,B,2
बादगी,non_word,hindi,B,2
बाहीर,non_word,hindi,B,2
बिकर,non_word,hindi,B,2
भतीक,non_word,hindi,B,2
भेकता,non_word,hindi,B,2
मंजल,non_word,hindi,B,2
मधुपब,non_word,hindi,B,2
जस्त,non_word,hindi,B,2
झख्म,non_word,hindi,B,2
टक्कन,non_word,hindi,B,2
ठक्‍त,non_word,hindi,B,2
ठप्पर,non_word,hindi,B,2
ढक्कल,non_word,hindi,B,2
तत्य,non_word,hindi,B,2
तव्त,non_word,hindi,B,2
त्कल,non_word,hindi,B,2
थप्पल,non_word,hindi,B,2
दण्ट,non_word,hindi,B,2
दन्ष,non_word,hindi,B,2
दम्कर,non_word,hindi,B,2
दस्क,non_word,hindi,B,2
दस्‍ठ,non_word,hindi,B,2
दस्तकठ,non_word,hindi,B,2
दस्तकन,non_word,hindi,B,2
ध्वझ,non_word,hindi,B,2
ध्वश्त,non_word,hindi,B,2
नष्टा,non_word,hindi,B,2
नष्ठ,non_word,hindi,B,2
पत्क,non_word,hindi,B,2
प्ठन,non_word,hindi,B,2
फ्वल,non_word,hindi,B,2
बन्दहक,non_word,hindi,B,2
ब्वल,non_word,hindi,B,2
भक्क,non_word,hindi,B,2
growth,word,english,C,1
factor,word,english,C,1
window,word,english,C,1
effort,word,english,C,1
income,word,english,C,1
result,word,english,C,1
energy,word,english,C,1
action,word,english,C,1
meaning,word,english,C,1
safety,word,english,C,1
period,word,english,C,1
training,word,english,C,1
project,word,english,C,1
capital,word,english,C,1
surface,word,english,C,1
direction,word,english,C,1
meeting,word,english,C,1
manager,word,english,C,1
response,word,english,C,1
attitude,word,english,C,1
option,word,english,C,1
hospital,word,english,C,1
section,word,english,C,1
strategy,word,english,C,1
official,word,english,C,1
painting,word,english,C,1
resource,word,english,C,1
proposal,word,english,C,1
ability,word,english,C,1
contact,word,english,C,1
failure,word,english,C,1
evening,word,english,C,1
species,word,english,C,1
section,word,english,C,1
medical,word,english,C,1
network,word,english,C,1
vehicle,word,english,C,1
welfare,word,english,C,1
climate,word,english,C,1
arrival,word,english,C,1
therefore,word,english,C,1
knowledge,word,english,C,1
available,word,english,C,1
reference,word,english,C,1
following,word,english,C,1
political,word,english,C,1
attention,word,english,C,1
education,word,english,C,1
situation,word,english,C,1
questions,word,english,C,1
countries,word,english,C,1
resources,word,english,C,1
excellent,word,english,C,1
difficult,word,english,C,1
apartment,word,english,C,1
statement,word,english,C,1
president,word,english,C,1
different,word,english,C,1
generally,word,english,C,1
necessary,word,english,C,1
certainly,word,english,C,1
today,word,english,C,1
seems,word,english,C,1
means,word,english,C,1
lower,word,english,C,1
store,word,english,C,1
likely,word,english,C,1
together,word,english,C,1
order,word,english,C,1
while,word,english,C,1
study,word,english,C,1
happen,word,english,C,1
required,word,english,C,1
should,word,english,C,1
allowed,word,english,C,1
having,word,english,C,1
various,word,english,C,1
agree,word,english,C,1
service,word,english,C,1
table,word,english,C,1
cannot,word,english,C,1
better,word,english,C,1
appears,word,english,C,1
members,word,english,C,1
respond,word,english,C,1
client,word,english,C,1
quite,word,english,C,1
artifact,word,english,C,1
analysis,word,english,C,1
working,word,english,C,1
makes,word,english,C,1
trouble,word,english,C,1
doubt,word,english,C,1
leave,word,english,C,1
shows,word,english,C,1
support,word,english,C,1
early,word,english,C,1
month,word,english,C,1
myself,word,english,C,1
written,word,english,C,1
water,word,english,C,1
playing,word,english,C,1
power,word,english,C,1
earth,word,english,C,1
front,word,english,C,1
clone,word,english,C,1
bring,word,english,C,1
black,word,english,C,1
response,word,english,C,1
death,word,english,C,1
press,word,english,C,1
young,word,english,C,1
account,word,english,C,1
locus,word,english,C,1
rather,word,english,C,1
heard,word,english,C,1
started,word,english,C,1
posts,word,english,C,1
solution,word,english,C,1
speak,word,english,C,1
sequence,word,english,C,1
write,word,english,C,1
example,word,english,C,1
house,word,english,C,1
below,word,english,C,1
street,word,english,C,1
above,word,english,C,1
physical,word,english,C,1
thinking,word,english,C,1
evidence,word,english,C,1
cases,word,english,C,1
company,word,english,C,1
perfect,word,english,C,1
building,word,english,C,1
material,word,english,C,1
lists,word,english,C,1
provide,word,english,C,1
voice,word,english,C,1
issue,word,english,C,1
stand,word,english,C,1
become,word,english,C,1
driver,word,english,C,1
skills,word,english,C,1
country,word,english,C,1
average,word,english,C,1
reason,word,english,C,1
popular,word,english,C,1
security,word,english,C,1
weeks,word,english,C,1
whether,word,english,C,1
saying,word,english,C,1
names,word,english,C,1
freedom,word,english,C,1
decided,word,english,C,1
though,word,english,C,1
force,word,english,C,1
perhaps,word,english,C,1
outside,word,english,C,1
mention,word,english,C,1
trying,word,english,C,1
receive,word,english,C,1
federal,word,english,C,1
taken,word,english,C,1
anybody,word,english,C,1
truth,word,english,C,1
control,word,english,C,1
offer,word,english,C,1
received,word,english,C,1
server,word,english,C,1
local,word,english,C,1
address,word,english,C,1
image,word,english,C,1
minutes,word,english,C,1
itself,word,english,C,1
wrong,word,english,C,1
story,word,english,C,1
light,word,english,C,1
phone,word,english,C,1
later,word,english,C,1
consider,word,english,C,1
machine,word,english,C,1
living,word,english,C,1
resume,word,english,C,1
needed,word,english,C,1
private,word,english,C,1
pages,word,english,C,1
needs,word,english,C,1
sense,word,english,C,1
talking,word,english,C,1
screen,word,english,C,1
rules,word,english,C,1
women,word,english,C,1
medical,word,english,C,1
quickly,word,english,C,1
error,word,english,C,1
articles,word,english,C,1
music,word,english,C,1
field,word,english,C,1
blood,word,english,C,1
children,word,english,C,1
effect,word,english,C,1
legal,word,english,C,1
drive,word,english,C,1
increase,word,english,C,1
along,word,english,C,1
systems,word,english,C,1
several,word,english,C,1
woman,word,english,C,1
monitor,word,english,C,1
learn,word,english,C,1
takes,word,english,C,1
green,word,english,C,1
records,word,english,C,1
small,word,english,C,1
mailing,word,english,C,1
world,word,english,C,1
natural,word,english,C,1
history,word,english,C,1
party,word,english,C,1
whatever,word,english,C,1
straight,word,english,C,1
south,word,english,C,1
issues,word,english,C,1
comment,word,english,C,1
function,word,english,C,1
between,word,english,C,1
location,word,english,C,1
digital,word,english,C,1
million,word,english,C,1
sound,word,english,C,1
terms,word,english,C,1
message,word,english,C,1
request,word,english,C,1
numbers,word,english,C,1
maybe,word,english,C,1
anyone,word,english,C,1
military,word,english,C,1
exactly,word,english,C,1
making,word,english,C,1
watch,word,english,C,1
anyway,word,english,C,1
present,word,english,C,1
friend,word,english,C,1
except,word,english,C,1
student,word,english,C,1
contains,word,english,C,1
point,word,english,C,1
auction,word,english,C,1
strong,word,english,C,1
course,word,english,C,1
state,word,english,C,1
create,word,english,C,1
command,word,english,C,1
instead,word,english,C,1
opinions,word,english,C,1
always,word,english,C,1
guess,word,english,C,1
items,word,english,C,1
shipping,word,english,C,1
called,word,english,C,1
certain,word,english,C,1
contract,word,english,C,1
trade,word,english,C,1
second,word,english,C,1
report,word,english,C,1
white,word,english,C,1
under,word,english,C,1
parts,word,english,C,1
using,word,english,C,1
includes,word,english,C,1
central,word,english,C,1
sources,word,english,C,1
features,word,english,C,1
reality,word,english,C,1
added,word,english,C,1
details,word,english,C,1
whole,word,english,C,1
change,word,english,C,1
manager,word,english,C,1
model,word,english,C,1
looks,word,english,C,1
process,word,english,C,1
known,word,english,C,1
starting,word,english,C,1
break,word,english,C,1
family,word,english,C,1
drivers,word,english,C,1
program,word,english,C,1
great,word,english,C,1
night,word,english,C,1
subject,word,english,C,1
helps,word,english,C,1
start,word,english,C,1
coming,word,english,C,1
words,word,english,C,1
brain,word,english,C,1
alone,word,english,C,1
lines,word,english,C,1
final,word,english,C,1
version,word,english,C,1
attempt,word,english,C,1
movie,word,english,C,1
advance,word,english,C,1
gives,word,english,C,1
product,word,english,C,1
willing,word,english,C,1
science,word,english,C,1
found,word,english,C,1
because,word,english,C,1
selling,word,english,C,1
center,word,english,C,1
ideas,word,english,C,1
limited,word,english,C,1
wroven,non_word,english,C,2
writen,non_word,english,C,2
wotch,non_word,english,C,2
worf,non_word,english,C,2
wonan,non_word,english,C,2
wiling,non_word,english,C,2
wile,non_word,english,C,2
wice,non_word,english,C,2
wibble,non_word,english,C,2
whrong,non_word,english,C,2
wheter,non_word,english,C,2
wemen,non_word,english,C,2
warld,non_word,english,C,2
wargle,non_word,english,C,2
waks,non_word,english,C,2
vvhite,non_word,english,C,2
vursion,non_word,english,C,2
vords,non_word,english,C,2
vintz,non_word,english,C,2
vhite,non_word,english,C,2
vhatevar,non_word,english,C,2
vexmar,non_word,english,C,2
vestern,non_word,english,C,2
varieus,non_word,english,C,2
umbrela,non_word,english,C,2
ucing,non_word,english,C,2
twug,non_word,english,C,2
tworn,non_word,english,C,2
twisk,non_word,english,C,2
twib,non_word,english,C,2
tuday,non_word,english,C,2
tryine,non_word,english,C,2
trutth,non_word,english,C,2
truft,non_word,english,C,2
troubal,non_word,english,C,2
trindle,non_word,english,C,2
triff,non_word,english,C,2
trems,non_word,english,C,2
tregmur,non_word,english,C,2
trate,non_word,english,C,2
togehter,non_word,english,C,2
titems,non_word,english,C,2
thrunge,non_word,english,C,2
thouh,non_word,english,C,2
thingle,non_word,english,C,2
thiking,non_word,english,C,2
tharv,non_word,english,C,2
tebbar,non_word,english,C,2
teath,non_word,english,C,2
takling,non_word,english,C,2
takis,non_word,english,C,2
takingg,non_word,english,C,2
tabel,non_word,english,C,2
suport,non_word,english,C,2
sund,non_word,english,C,2
subjekt,non_word,english,C,2
strufix,non_word,english,C,2
stret,non_word,english,C,2
straigt,non_word,english,C,2
stope,non_word,english,C,2
stert,non_word,english,C,2
starteng,non_word,english,C,2
starded,non_word,english,C,2
squorble,non_word,english,C,2
squimble,non_word,english,C,2
sproon,non_word,english,C,2
splunge,non_word,english,C,2
spleem,non_word,english,C,2
spik,non_word,english,C,2
sorces,non_word,english,C,2
snorp,non_word,english,C,2
snorf,non_word,english,C,2
snimble,non_word,english,C,2
snerkle,non_word,english,C,2
snaffle,non_word,english,C,2
smort,non_word,english,C,2
smille,non_word,english,C,2
smavorn,non_word,english,C,2
smape,non_word,english,C,2
slurn,non_word,english,C,2
slory,non_word,english,C,2
slong,non_word,english,C,2
slindor,non_word,english,C,2
sland,non_word,english,C,2
skindle,non_word,english,C,2
skillis,non_word,english,C,2
sisuation,non_word,english,C,2
sience,non_word,english,C,2
shuld,non_word,english,C,2
setwene,non_word,english,C,2
serwer,non_word,english,C,2
sertain,non_word,english,C,2
sens,non_word,english,C,2
seemes,non_word,english,C,2
secutiry,non_word,english,C,2
sduty,non_word,english,C,2
screan,non_word,english,C,2
scorven,non_word,english,C,2
sauth,non_word,english,C,2
saing,non_word,english,C,2
rulus,non_word,english,C,2
rhows,non_word,english,C,2
reweise,non_word,english,C,2
resune,non_word,english,C,2
respend,non_word,english,C,2
repronse,non_word,english,C,2
reciese,non_word,english,C,2
reatily,non_word,english,C,2
rater,non_word,english,C,2
quorble,non_word,english,C,2
quimpal,non_word,english,C,2
quiete,non_word,english,C,2
prorame,non_word,english,C,2
privet,non_word,english,C,2
prindux,non_word,english,C,2
prezent,non_word,english,C,2
prepident,non_word,english,C,2
prangle,non_word,english,C,2
pover,non_word,english,C,2
popolar,non_word,english,C,2
ponit,non_word,english,C,2
poast,non_word,english,C,2
plurnish,non_word,english,C,2
plorfin,non_word,english,C,2
pliff,non_word,english,C,2
plestun,non_word,english,C,2
plaze,non_word,english,C,2
plaing,non_word,english,C,2
plag,non_word,english,C,2
physicel,non_word,english,C,2
perfet,non_word,english,C,2
parudy,non_word,english,C,2
parrut,non_word,english,C,2
parrts,non_word,english,C,2
pagis,non_word,english,C,2
outcide,non_word,english,C,2
ordar,non_word,english,C,2
nunbers,non_word,english,C,2
nuite,non_word,english,C,2
nown,non_word,english,C,2
notse,non_word,english,C,2
nohice,non_word,english,C,2
nobetook,non_word,english,C,2
neels,non_word,english,C,2
neans,non_word,english,C,2
naybe,non_word,english,C,2
naturul,non_word,english,C,2
nanes,non_word,english,C,2
musik,non_word,english,C,2
murb,non_word,english,C,2
morkle,non_word,english,C,2
monitar,non_word,english,C,2
moddel,non_word,english,C,2
mitilar,non_word,english,C,2
miself,non_word,english,C,2
minusts,non_word,english,C,2
milone,non_word,english,C,2
mibber,non_word,english,C,2
mentune,non_word,english,C,2
mebers,non_word,english,C,2
makis,non_word,english,C,2
macine,non_word,english,C,2
luks,non_word,english,C,2
lowar,non_word,english,C,2
localion,non_word,english,C,2
liwing,non_word,english,C,2
litsts,non_word,english,C,2
litimed,non_word,english,C,2
likelie,non_word,english,C,2
lighht,non_word,english,C,2
leve,non_word,english,C,2
lelal,non_word,english,C,2
learly,non_word,english,C,2
laterr,non_word,english,C,2
laern,non_word,english,C,2
krindel,non_word,english,C,2
komment,non_word,english,C,2
knoledge,non_word,english,C,2
kight,non_word,english,C,2
kelling,non_word,english,C,2
jindrel,non_word,english,C,2
isue,non_word,english,C,2
istelf,non_word,english,C,2
indsted,non_word,english,C,2
includse,non_word,english,C,2
idaes,non_word,english,C,2
hystums,non_word,english,C,2
huose,non_word,english,C,2
histury,non_word,english,C,2
hellps,non_word,english,C,2
hawing,non_word,english,C,2
hapen,non_word,english,C,2
guass,non_word,english,C,2
grumplet,non_word,english,C,2
grumple,non_word,english,C,2
gristone,non_word,english,C,2
grintle,non_word,english,C,2
grench,non_word,english,C,2
graskel,non_word,english,C,2
grait,non_word,english,C,2
grack,non_word,english,C,2
glispen,non_word,english,C,2
glape,non_word,english,C,2
geves,non_word,english,C,2
genurally,non_word,english,C,2
functune,non_word,english,C,2
frundle,non_word,english,C,2
fronker,non_word,english,C,2
frond,non_word,english,C,2
frint,non_word,english,C,2
frindol,non_word,english,C,2
frimble,non_word,english,C,2
franx,non_word,english,C,2
frabble,non_word,english,C,2
fount,non_word,english,C,2
forse,non_word,english,C,2
fone,non_word,english,C,2
folwing,non_word,english,C,2
flind,non_word,english,C,2
flibber,non_word,english,C,2
flerm,non_word,english,C,2
flenvor,non_word,english,C,2
fleedon,non_word,english,C,2
flarve,non_word,english,C,2
fimal,non_word,english,C,2
fethers,non_word,english,C,2
femily,non_word,english,C,2
feild,non_word,english,C,2
exsept,non_word,english,C,2
acatly,non_word,english,C,2
evedence,non_word,english,C,2
estory,non_word,english,C,2
erth,non_word,english,C,2
errur,non_word,english,C,2
efect,non_word,english,C,2
ecudation,non_word,english,C,2
druvex,non_word,english,C,2
drubble,non_word,english,C,2
drouver,non_word,english,C,2
driwer,non_word,english,C,2
driwe,non_word,english,C,2
drivors,non_word,english,C,2
drint,non_word,english,C,2
driblex,non_word,english,C,2
dretorn,non_word,english,C,2
drantle,non_word,english,C,2
dowbt,non_word,english,C,2
dorpine,non_word,english,C,2
digetal,non_word,english,C,2
detales,non_word,english,C,2
decieded,non_word,english,C,2
cuorse,non_word,english,C,2
crindle,non_word,english,C,2
crenst,non_word,english,C,2
creat,non_word,english,C,2
cowntry,non_word,english,C,2
contrel,non_word,english,C,2
contanes,non_word,english,C,2
concider,non_word,english,C,2
commuty,non_word,english,C,2
colus,non_word,english,C,2
colal,non_word,english,C,2
clorve,non_word,english,C,2
clopt,non_word,english,C,2
clieient,non_word,english,C,2
claggle,non_word,english,C,2
chrumble,non_word,english,C,2
chroft,non_word,english,C,2
chreltor,non_word,english,C,2
chrair,non_word,english,C,2
chlone,non_word,english,C,2
chlidren,non_word,english,C,2
chindle,non_word,english,C,2
cherm,non_word,english,C,2
charmet,non_word,english,C,2
chane,non_word,english,C,2
cemidal,non_word,english,C,2
ceenter,non_word,english,C,2
cecond,non_word,english,C,2
cantract,non_word,english,C,2
canot,non_word,english,C,2
cald,non_word,english,C,2
caces,non_word,english,C,2
brundal,non_word,english,C,2
brindor,non_word,english,C,2
brimg,non_word,english,C,2
briffle,non_word,english,C,2
briff,non_word,english,C,2
brak,non_word,english,C,2
braff,non_word,english,C,2
bluud,non_word,english,C,2
blumptor,non_word,english,C,2
blorp,non_word,english,C,2
blistow,non_word,english,C,2
blidge,non_word,english,C,2
blarn,non_word,english,C,2
blakc,non_word,english,C,2
blain,non_word,english,C,2
bildinge,non_word,english,C,2
beelow,non_word,english,C,2
becuase,non_word,english,C,2
beccome,non_word,english,C,2
avrage,non_word,english,C,2
avobe,non_word,english,C,2
aucton,non_word,english,C,2
argee,non_word,english,C,2
anonimus,non_word,english,C,2
amage,non_word,english,C,2
alung,non_word,english,C,2
advanze,non_word,english,C,2
adress,non_word,english,C,2
addid,non_word,english,C,2
कलह ,word,hindi,C,3
दमकल ,word,hindi,C,3
इसपर ,word,hindi,C,3
उतर ,word,hindi,C,3
उतरकर ,word,hindi,C,3
अहम ,word,hindi,C,3
वजन ,word,hindi,C,3
नकल ,word,hindi,C,3
झड़प ,word,hindi,C,3
सबक ,word,hindi,C,3
जहर ,word,hindi,C,3
बनकर ,word,hindi,C,3
नगर ,word,hindi,C,3
नमन ,word,hindi,C,3
बदतर ,word,hindi,C,3
उपज ,word,hindi,C,3
उठकर ,word,hindi,C,3
शपथ ,word,hindi,C,3
हवन ,word,hindi,C,3
भरकर ,word,hindi,C,3
अपहरण ,word,hindi,C,3
चयन ,word,hindi,C,3
गहन ,word,hindi,C,3
जमकर ,word,hindi,C,3
जगत ,word,hindi,C,3
बगल ,word,hindi,C,3
तरस ,word,hindi,C,3
भगत ,word,hindi,C,3
उलझ ,word,hindi,C,3
श्रम ,word,hindi,C,3
आदत ,word,hindi,C,3
कमर ,word,hindi,C,3
अवसर ,word,hindi,C,3
दलदल ,word,hindi,C,3
कलम ,word,hindi,C,3
चरण ,word,hindi,C,3
बारह ,word,hindi,C,3
सलाहकार ,word,hindi,C,3
प्रदान ,word,hindi,C,3
प्रतिदिन ,word,hindi,C,3
माफिया ,word,hindi,C,3
नागरिक ,word,hindi,C,3
तैयार ,word,hindi,C,3
चादर ,word,hindi,C,3
समर्थक ,word,hindi,C,3
गुलशन ,word,hindi,C,3
तालाब ,word,hindi,C,3
पार्वती ,word,hindi,C,3
अथवा ,word,hindi,C,3
अनंत ,word,hindi,C,3
झोपड़ी ,word,hindi,C,3
पाठक ,word,hindi,C,3
जनजाति ,word,hindi,C,3
जगतार ,word,hindi,C,3
हालात ,word,hindi,C,3
दौरान ,word,hindi,C,3
गरीबी ,word,hindi,C,3
विरोध ,word,hindi,C,3
समुदाय ,word,hindi,C,3
मौजूद ,word,hindi,C,3
नायक ,word,hindi,C,3
भाईचारा ,word,hindi,C,3
मासिक ,word,hindi,C,3
वार्षिक ,word,hindi,C,3
कार्यालय ,word,hindi,C,3
गौरतलब ,word,hindi,C,3
पसंद ,word,hindi,C,3
मिसाल ,word,hindi,C,3
अदालत ,word,hindi,C,3
सार्थक ,word,hindi,C,3
सुरक्षित ,word,hindi,C,3
बादल ,word,hindi,C,3
रुपए ,word,hindi,C,3
रक्त ,word,hindi,C,3
जलस्तर ,word,hindi,C,3
ध्वस्त ,word,hindi,C,3
अवश्य ,word,hindi,C,3
व्यस्त ,word,hindi,C,3
उपलक्ष्य ,word,hindi,C,3
स्वस्थ ,word,hindi,C,3
नष्ट ,word,hindi,C,3
समस्त ,word,hindi,C,3
लक्ष्मण ,word,hindi,C,3
अक्सर ,word,hindi,C,3
उत्पन्न ,word,hindi,C,3
पत्थर ,word,hindi,C,3
स्व ,word,hindi,C,3
दफ्तर ,word,hindi,C,3
स्वच्छ ,word,hindi,C,3
महत्व ,word,hindi,C,3
स्पष्ट ,word,hindi,C,3
सख्त ,word,hindi,C,3
जब्त ,word,hindi,C,3
जन्म ,word,hindi,C,3
वक्त ,word,hindi,C,3
मरम्मत ,word,hindi,C,3
खत्म ,word,hindi,C,3
आवश्यक ,word,hindi,C,3
अगस्त ,word,hindi,C,3
व्यक्त ,word,hindi,C,3
टक्कर ,word,hindi,C,3
उपलब्ध ,word,hindi,C,3
स्तर ,word,hindi,C,3
जल्द ,word,hindi,C,3
उक्त ,word,hindi,C,3
सदस्य ,word,hindi,C,3
अध्यक्ष ,word,hindi,C,3
अन्य ,word,hindi,C,3
जागृति ,word,hindi,C,3
प्रदेश ,word,hindi,C,3
परिजन ,word,hindi,C,3
देवर ,word,hindi,C,3
चाहिए ,word,hindi,C,3
शीतल ,word,hindi,C,3
आतंकवाद ,word,hindi,C,3
अंधेरे ,word,hindi,C,3
बातचीत ,word,hindi,C,3
दैनिक ,word,hindi,C,3
मंजूर ,word,hindi,C,3
कंबल ,word,hindi,C,3
शरीर ,word,hindi,C,3
सवार ,word,hindi,C,3
शिकार ,word,hindi,C,3
शासन ,word,hindi,C,3
बाहर ,word,hindi,C,3
सबके ,word,hindi,C,3
वाहन ,word,hindi,C,3
प्रतिवर्ष ,word,hindi,C,3
नाराजगी ,word,hindi,C,3
हवाई ,word,hindi,C,3
मुहैया ,word,hindi,C,3
नगरी ,word,hindi,C,3
लिखित ,word,hindi,C,3
राहत ,word,hindi,C,3
निबंध ,word,hindi,C,3
कैलाश ,word,hindi,C,3
चालक ,word,hindi,C,3
हमने ,word,hindi,C,3
आंकड़ा ,word,hindi,C,3
निकेतन ,word,hindi,C,3
प्रमाण ,word,hindi,C,3
तुलसी ,word,hindi,C,3
महानगर ,word,hindi,C,3
एकजुट ,word,hindi,C,3
कहर ,word,hindi,C,3
वचन ,word,hindi,C,3
शरण ,word,hindi,C,3
मतलब ,word,hindi,C,3
भगदड़ ,word,hindi,C,3
महज ,word,hindi,C,3
कलश ,word,hindi,C,3
लटक ,word,hindi,C,3
अबतक ,word,hindi,C,3
अलग ,word,hindi,C,3
